evidence_id,title,authors,year,venue,primary_url,doi,topic,direction_id,screening_depth,reading_basis,sections_checked,method_family,measured_quantity,selection_unit,training_stage_dependency,distinguishes_beneficial_harmful,required_fields,stage1_testability,stage1_implication,method_summary,claim_boundary,evidence_relation,primary_source_verified,verified_at,abstract
OPENALEX_W4288803965,Adaptive Second Order Coresets for Data-efficient Machine Learning,Omead Pooladzandi; David Davini; Baharan Mirzasoleiman,2022,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2207.13887,https://doi.org/10.48550/arxiv.2207.13887,DATA_SUBSET_PRUNING,D6_DIVERSITY_COVERAGE,METHOD_READ,PRIMARY_ABSTRACT_AND_METHOD_MECHANISM,ABSTRACT;METHOD_MECHANISM;EXPERIMENT_SCOPE,coreset and data pruning,"difficulty, coverage, redundancy, or gradient match",subset,METHOD_DEPENDENT,PARTIAL,sample_embedding;difficulty_or_gradient_signal;selection_budget,NEXT_CAMPAIGN_OR_OFFLINE_SELECTION,Evaluate value jointly with coverage and redundancy at the actual replay budget.,"To alleviate such costs, there has been a sustained effort to develop data-efficient training methods that can carefully select subsets of the training examples that generalize on par with the full training data.",Subset-pruning accuracy results do not prove tail-safe replay under repeated exposure.,SUPPORTS,True,2026-08-07,"Training machine learning models on massive datasets incurs substantial computational costs. To alleviate such costs, there has been a sustained effort to develop data-efficient training methods that can carefully select subsets of the training examples that generalize on par with the full training data. However, existing methods are limited in providing theoretical guarantees for the quality of the models trained on the extracted subsets, and may perform poorly in practice. We propose AdaCore, a method that leverages the geometry of the data to extract subsets of the training examples for efficient machine learning. The key idea behind our method is to dynamically approximate the curvature of the loss function via an exponentially-averaged estimate of the Hessian to select weighted subsets (coresets) that provide a close approximation of the full gradient preconditioned with the Hessian. We prove rigorous guarantees for the convergence of various first and second-order methods applied to the subsets chosen by AdaCore. Our extensive experiments show that AdaCore extracts coresets with higher quality compared to baselines and speeds up training of convex and non-convex machine learning models, such as logistic regression and neural networks, by over 2.9x over the full data and 4.5x over random subsets."
OPENALEX_W3134623377,Extending Contrastive Learning to Unsupervised Coreset Selection,Jeongwoo Ju; Heechul Jung; Yoonju Oh; Junmo Kim,2022,IEEE Access,https://doi.org/10.1109/access.2022.3142758,https://doi.org/10.1109/access.2022.3142758,DATA_SUBSET_PRUNING,D6_DIVERSITY_COVERAGE,METHOD_READ,PRIMARY_ABSTRACT_AND_METHOD_MECHANISM,ABSTRACT;METHOD_MECHANISM;EXPERIMENT_SCOPE,coreset and data pruning,"difficulty, coverage, redundancy, or gradient match",subset,METHOD_DEPENDENT,PARTIAL,sample_embedding;difficulty_or_gradient_signal;selection_budget,NEXT_CAMPAIGN_OR_OFFLINE_SELECTION,Evaluate value jointly with coverage and redundancy at the actual replay budget.,We propose an entirely unlabeled coreset selection method.,Subset-pruning accuracy results do not prove tail-safe replay under repeated exposure.,SUPPORTS,True,2026-08-07,"Self-supervised contrastive learning offers a means of learning informative features from a pool of unlabeled data. In this paper, we investigate another useful approach. We propose an entirely unlabeled coreset selection method. In this regard, contrastive learning, one of several self-supervised methods, was recently proposed and has consistently delivered the highest performance. This prompted us to choose two leading methods for contrastive learning: the simple framework for contrastive learning of visual representations (SimCLR) and the momentum contrastive (MoCo) learning framework. We calculated the cosine similarities for each example of an epoch for the entire duration of the contrastive learning process and subsequently accumulated the cosine similarity values to obtain the coreset score. Our assumption was that a sample with low similarity would likely behave as a coreset. Compared with existing coreset selection methods with labels, our approach reduced the cost associated with human annotation. In this study, the unsupervised method implemented for coreset selection achieved improvements of 1.25% (for CIFAR10), 0.82% (for SVHN), and 0.19% (for QMNIST) over a randomly selected subset with a size of 30%. Furthermore, our results are comparable to those of the existing supervised coreset selection methods. The differences between the proposed and the above mentioned supervised coreset selection method (forgetting events) were 0.81% on the CIFAR10 dataset, −2.08% on the SVHN dataset (the proposed method outperformed the existing method), and 0.01% on the QMNIST dataset at a subset size of 30%. In addition, our proposed approach exhibited robustness even if the coreset selection model and target model were not identical (e.g., using ResNet18 as a selection model and ResNet101 as the target model). Lastly, we obtained more concrete proof that our coreset examples are highly informative by showing the performance gap between the coreset and non-coreset samples in the coreset cross test experiment. We observed a pair of performance ((testing: non-coreset, training: coreset), (testing: coreset, training: non-coreset)), i.e. (94.27%, 67.39 %) for CIFAR10, (98.24%, 83.30%) for SVHN, and (99.89%, 93.07%) for QMNIST with a subset size of 30%."
OPENALEX_W4296545158,Pruning Neural Networks via Coresets and Convex Geometry: Towards No Assumptions,Murad Tukan; Loay Mualem; Alaa Maalouf,2022,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2209.08554,https://doi.org/10.48550/arxiv.2209.08554,DATA_SUBSET_PRUNING,D6_DIVERSITY_COVERAGE,METHOD_READ,PRIMARY_ABSTRACT_AND_METHOD_MECHANISM,ABSTRACT;METHOD_MECHANISM;EXPERIMENT_SCOPE,coreset and data pruning,"difficulty, coverage, redundancy, or gradient match",subset,METHOD_DEPENDENT,PARTIAL,sample_embedding;difficulty_or_gradient_signal;selection_budget,NEXT_CAMPAIGN_OR_OFFLINE_SELECTION,Evaluate value jointly with coverage and redundancy at the actual replay budget.,"To this end, we suggest a novel and robust framework for computing such coresets under mild assumptions on the model's weights and without any assumption on the training data.",Subset-pruning accuracy results do not prove tail-safe replay under repeated exposure.,SUPPORTS,True,2026-08-07,"Pruning is one of the predominant approaches for compressing deep neural networks (DNNs). Lately, coresets (provable data summarizations) were leveraged for pruning DNNs, adding the advantage of theoretical guarantees on the trade-off between the compression rate and the approximation error. However, coresets in this domain were either data-dependent or generated under restrictive assumptions on both the model's weights and inputs. In real-world scenarios, such assumptions are rarely satisfied, limiting the applicability of coresets. To this end, we suggest a novel and robust framework for computing such coresets under mild assumptions on the model's weights and without any assumption on the training data. The idea is to compute the importance of each neuron in each layer with respect to the output of the following layer. This is achieved by a combination of Löwner ellipsoid and Caratheodory theorem. Our method is simultaneously data-independent, applicable to various networks and datasets (due to the simplified assumptions), and theoretically supported. Experimental results show that our method outperforms existing coreset based neural pruning approaches across a wide range of networks and datasets. For example, our method achieved a $62\%$ compression rate on ResNet50 on ImageNet with $1.09\%$ drop in accuracy."
OPENALEX_W3166994320,Minimum Coresets for Maxima Representation of Multidimensional Data,Yanhao Wang; Michael Mathioudakis; Yuchen Li; Kian‐Lee Tan,2021,nan,https://doi.org/10.1145/3452021.3458322,https://doi.org/10.1145/3452021.3458322,DATA_SUBSET_PRUNING,D6_DIVERSITY_COVERAGE,METHOD_READ,PRIMARY_ABSTRACT_AND_METHOD_MECHANISM,ABSTRACT;METHOD_MECHANISM;EXPERIMENT_SCOPE,coreset and data pruning,"difficulty, coverage, redundancy, or gradient match",subset,METHOD_DEPENDENT,PARTIAL,sample_embedding;difficulty_or_gradient_signal;selection_budget,NEXT_CAMPAIGN_OR_OFFLINE_SELECTION,Evaluate value jointly with coverage and redundancy at the actual replay budget.,"For the two-dimensional case, we develop an optimal polynomial-time algorithm for the minimum $ \varepsilon $-coreset problem by transforming it into the shortest-cycle problem in a directed graph.",Subset-pruning accuracy results do not prove tail-safe replay under repeated exposure.,SUPPORTS,True,2026-08-07,"Coresets are succinct summaries of large datasets such that, for a given problem, the solution obtained from a coreset is provably competitive with the solution obtained from the full dataset. As such, coreset-based data summarization techniques have been successfully applied to various problems, e.g., geometric optimization, clustering, and approximate query processing, for scaling them up to massive data. In this paper, we study coresets for the maxima representation of multidimensional data: Given a set P of points in $ \mathbbR ^d $, where d is a small constant, and an error parameter $ \varepsilon \in (0,1) $, a subset $ Q \subseteq P $ is an $ \varepsilon $-coreset for the maxima representation of P iff the maximum of Q is an $ \varepsilon $-approximation of the maximum of P for any vector $ u \in \mathbbR ^d $, where the maximum is taken over the inner products between the set of points (P or Q) and u. We define a novel minimum $\varepsilon$-coreset problem that asks for an $\varepsilon$-coreset of the smallest size for the maxima representation of a point set. For the two-dimensional case, we develop an optimal polynomial-time algorithm for the minimum $ \varepsilon $-coreset problem by transforming it into the shortest-cycle problem in a directed graph. Then, we prove that this problem is NP-hard in three or higher dimensions and present polynomial-time approximation algorithms in an arbitrary fixed dimension. Finally, we provide extensive experimental results on both real and synthetic datasets to demonstrate the superior performance of our proposed algorithms."
OPENALEX_W3168317725,RETRIEVE: Coreset Selection for Efficient and Robust Semi-Supervised Learning,Krishnateja Killamsetty; Xujiang Zhao; Feng Chen; Rishabh Iyer,2021,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2106.07760,https://doi.org/10.48550/arxiv.2106.07760,DATA_SUBSET_PRUNING,D6_DIVERSITY_COVERAGE,METHOD_READ,PRIMARY_ABSTRACT_AND_METHOD_MECHANISM,ABSTRACT;METHOD_MECHANISM;EXPERIMENT_SCOPE,coreset and data pruning,"difficulty, coverage, redundancy, or gradient match",subset,METHOD_DEPENDENT,PARTIAL,sample_embedding;difficulty_or_gradient_signal;selection_budget,NEXT_CAMPAIGN_OR_OFFLINE_SELECTION,Evaluate value jointly with coverage and redundancy at the actual replay budget.,Semi-supervised learning (SSL) algorithms have had great success in recent years in limited labeled data regimes.,Subset-pruning accuracy results do not prove tail-safe replay under repeated exposure.,SUPPORTS,True,2026-08-07,"Semi-supervised learning (SSL) algorithms have had great success in recent years in limited labeled data regimes. However, the current state-of-the-art SSL algorithms are computationally expensive and entail significant compute time and energy requirements. This can prove to be a huge limitation for many smaller companies and academic groups. Our main insight is that training on a subset of unlabeled data instead of entire unlabeled data enables the current SSL algorithms to converge faster, significantly reducing computational costs. In this work, we propose RETRIEVE, a coreset selection framework for efficient and robust semi-supervised learning. RETRIEVE selects the coreset by solving a mixed discrete-continuous bi-level optimization problem such that the selected coreset minimizes the labeled set loss. We use a one-step gradient approximation and show that the discrete optimization problem is approximately submodular, enabling simple greedy algorithms to obtain the coreset. We empirically demonstrate on several real-world datasets that existing SSL algorithms like VAT, Mean-Teacher, FixMatch, when used with RETRIEVE, achieve a) faster training times, b) better performance when unlabeled data consists of Out-of-Distribution (OOD) data and imbalance. More specifically, we show that with minimal accuracy degradation, RETRIEVE achieves a speedup of around $3\times$ in the traditional SSL setting and achieves a speedup of $5\times$ compared to state-of-the-art (SOTA) robust SSL algorithms in the case of imbalance and OOD data. RETRIEVE is available as a part of the CORDS toolkit: https://github.com/decile-team/cords."
OPENALEX_W3010349290,Wasserstein Measure Coresets,Sebastian Claici; Aude Genevay; Justin Solomon,2018,arXiv (Cornell University),https://doi.org/10.48550/arxiv.1805.07412,https://doi.org/10.48550/arxiv.1805.07412,DATA_SUBSET_PRUNING,D6_DIVERSITY_COVERAGE,METHOD_READ,PRIMARY_ABSTRACT_AND_METHOD_MECHANISM,ABSTRACT;METHOD_MECHANISM;EXPERIMENT_SCOPE,coreset and data pruning,"difficulty, coverage, redundancy, or gradient match",subset,METHOD_DEPENDENT,PARTIAL,sample_embedding;difficulty_or_gradient_signal;selection_budget,NEXT_CAMPAIGN_OR_OFFLINE_SELECTION,Evaluate value jointly with coverage and redundancy at the actual replay budget.,This yields an algorithm which simply requires sample access to the data distribution and is able to handle large data streams in an online manner.,Subset-pruning accuracy results do not prove tail-safe replay under repeated exposure.,SUPPORTS,True,2026-08-07,"The proliferation of large data sets and Bayesian inference techniques motivates demand for better data sparsification. Coresets provide a principled way of summarizing a large dataset via a smaller one that is guaranteed to match the performance of the full data set on specific problems. Classical coresets, however, neglect the underlying data distribution, which is often continuous. We address this oversight by introducing Wasserstein measure coresets, an extension of coresets which by definition takes into account generalization. Our formulation of the problem, which essentially consists in minimizing the Wasserstein distance, is solvable via stochastic gradient descent. This yields an algorithm which simply requires sample access to the data distribution and is able to handle large data streams in an online manner. We validate our construction for inference and clustering."
OPENALEX_W1887283096,Strong Coresets for Hard and Soft Bregman Clustering with Applications to Exponential Family Mixtures,Mario Lučić; Olivier Bachem; Andreas Krause,2015,arXiv (Cornell University),https://doi.org/10.48550/arxiv.1508.05243,https://doi.org/10.48550/arxiv.1508.05243,DATA_SUBSET_PRUNING,D6_DIVERSITY_COVERAGE,METHOD_READ,PRIMARY_ABSTRACT_AND_METHOD_MECHANISM,ABSTRACT;METHOD_MECHANISM;EXPERIMENT_SCOPE,coreset and data pruning,"difficulty, coverage, redundancy, or gradient match",subset,METHOD_DEPENDENT,PARTIAL,sample_embedding;difficulty_or_gradient_signal;selection_budget,NEXT_CAMPAIGN_OR_OFFLINE_SELECTION,Evaluate value jointly with coverage and redundancy at the actual replay budget.,"However, until now, the algorithms and the corresponding theory were usually specific to each clustering problem.",Subset-pruning accuracy results do not prove tail-safe replay under repeated exposure.,SUPPORTS,True,2026-08-07,"Coresets are efficient representations of data sets such that models trained on the coreset are provably competitive with models trained on the original data set. As such, they have been successfully used to scale up clustering models such as K-Means and Gaussian mixture models to massive data sets. However, until now, the algorithms and the corresponding theory were usually specific to each clustering problem. We propose a single, practical algorithm to construct strong coresets for a large class of hard and soft clustering problems based on Bregman divergences. This class includes hard clustering with popular distortion measures such as the Squared Euclidean distance, the Mahalanobis distance, KL-divergence and Itakura-Saito distance. The corresponding soft clustering problems are directly related to popular mixture models due to a dual relationship between Bregman divergences and Exponential family distributions. Our theoretical results further imply a randomized polynomial-time approximation scheme for hard clustering. We demonstrate the practicality of the proposed algorithm in an empirical evaluation."
OPENALEX_W4399836523,CHG Shapley: Efficient Data Valuation and Selection towards Trustworthy Machine Learning,Huaiguang Cai,2024,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2406.11730,https://doi.org/10.48550/arxiv.2406.11730,INFLUENCE_ATTRIBUTION,D4_GRADIENT_PILOT,METHOD_READ,PRIMARY_ABSTRACT_AND_METHOD_MECHANISM,ABSTRACT;METHOD_MECHANISM;EXPERIMENT_SCOPE,data attribution and valuation,counterfactual or gradient-based target influence,sample or subset,OFTEN_YES,YES_IF_TARGET_SIGN_IS_RETAINED,candidate_gradient;target_gradient;checkpoint;training_state,PILOT_REQUIRED,Measure target-aligned sign across seeds; magnitude alone is insufficient.,"To address this, we propose the CHG (compound of Hardness and Gradient) utility function, which approximates the utility of each data subset on model performance in every training epoch.","Attribution approximations can be unstable in non-convex, non-converged, seed-sensitive training.",CAUTIONS,True,2026-08-07,"Understanding the decision-making process of machine learning models is crucial for ensuring trustworthy machine learning. Data Shapley, a landmark study on data valuation, advances this understanding by assessing the contribution of each datum to model performance. However, the resource-intensive and time-consuming nature of multiple model retraining poses challenges for applying Data Shapley to large datasets. To address this, we propose the CHG (compound of Hardness and Gradient) utility function, which approximates the utility of each data subset on model performance in every training epoch. By deriving the closed-form Shapley value for each data point using the CHG utility function, we reduce the computational complexity to that of a single model retraining, achieving a quadratic improvement over existing marginal contribution-based methods. We further leverage CHG Shapley for real-time data selection, conducting experiments across three settings: standard datasets, label noise datasets, and class imbalance datasets. These experiments demonstrate its effectiveness in identifying high-value and noisy data. By enabling efficient data valuation, CHG Shapley promotes trustworthy model training through a novel data-centric perspective. Our codes are available at https://github.com/caihuaiguang/CHG-Shapley-for-Data-Valuation and https://github.com/caihuaiguang/CHG-Shapley-for-Data-Selection."
OPENALEX_W4399163425,P-Shapley: Shapley Values on Probabilistic Classifiers,Haocheng Xia; Xiang Li; Junyuan Pang; Jinfei Liu; Kui Ren; Li Xiong,2024,Proceedings of the VLDB Endowment,https://doi.org/10.14778/3654621.3654638,https://doi.org/10.14778/3654621.3654638,INFLUENCE_ATTRIBUTION,D4_GRADIENT_PILOT,METHOD_READ,PRIMARY_ABSTRACT_AND_METHOD_MECHANISM,ABSTRACT;METHOD_MECHANISM;EXPERIMENT_SCOPE,data attribution and valuation,counterfactual or gradient-based target influence,sample or subset,OFTEN_YES,YES_IF_TARGET_SIGN_IS_RETAINED,candidate_gradient;target_gradient;checkpoint;training_state,PILOT_REQUIRED,Measure target-aligned sign across seeds; magnitude alone is insufficient.,"In this paper, we propose the probability-based Shapley (P-Shapley) value, which leverages predicted probabilities to heighten utility differentiation.","Attribution approximations can be unstable in non-convex, non-converged, seed-sensitive training.",CAUTIONS,True,2026-08-07,"The Shapley value provides a unique approach to equitably gauge each player's contribution within a coalition and has extensive applications with various utility functions. In data valuation for machine learning, particularly for classification tasks, using classification accuracy as the utility function has become a de facto standard. However, accuracy can be an imprecise metric, potentially missing finer details crucial for valuation. In this paper, we propose the probability-based Shapley (P-Shapley) value, which leverages predicted probabilities to heighten utility differentiation. Several convex calibration functions are further incorporated for probability calibration. We prove that the P-Shapley value outperforms Shapley values based on accuracy or other coarse metrics in approximation stability and the discrimination of marginal utility change can be further improved by convex calibration functions. Extensive experiments on four real-world datasets demonstrate the effectiveness of our approaches."
OPENALEX_W4385270224,Dynamic Shapley Value Computation,Jiayao Zhang; Haocheng Xia; Qiheng Sun; Jinfei Liu; Li Xiong; Jian Pei; Kui Ren,2023,nan,https://doi.org/10.1109/icde55515.2023.00055,https://doi.org/10.1109/icde55515.2023.00055,INFLUENCE_ATTRIBUTION,D4_GRADIENT_PILOT,METHOD_READ,PRIMARY_ABSTRACT_AND_METHOD_MECHANISM,ABSTRACT;METHOD_MECHANISM;EXPERIMENT_SCOPE,data attribution and valuation,counterfactual or gradient-based target influence,sample or subset,OFTEN_YES,YES_IF_TARGET_SIGN_IS_RETAINED,candidate_gradient;target_gradient;checkpoint;training_state,PILOT_REQUIRED,Measure target-aligned sign across seeds; magnitude alone is insufficient.,"For adding data points, to prune unnecessary computation of overlapping model utilities, we propose the pivot-based algorithm that can reduce half computation time in general.","Attribution approximations can be unstable in non-convex, non-converged, seed-sensitive training.",CAUTIONS,True,2026-08-07,"With the prevalence of data-driven research, data valuation has attracted attention from the computer science field. How to appraise a single datum becomes an imperative problem, especially in the context of machine learning. Shapley value is widely used to fairly measure the contribution of data points in machine learning since it is the unique definition that satisfies all four desired properties: balance, symmetry, additivity, and zero element. However, computing Shapley value is known to be a #P-hard problem. As data is subject to changes, dynamic data exists pervasively in real-world scenarios. Pricing such dynamic data is more challenging due to the prohibitively expensive cost of recalculation from scratch. In this paper, we study the problem of Dynamic Shapley Value Computation, which updates Shapley value when dynamically adding/deleting data points. For adding data points, to prune unnecessary computation of overlapping model utilities, we propose the pivot-based algorithm that can reduce half computation time in general. We also propose the delta-based algorithm to capture Shapley value changes, which requires a smaller sample size to converge. For deleting data points, we present the YN-NN algorithm that derives the new Shapley value from the data structure of precomputed model utilities in an efficient way. Based on Shapley value changes, we give another version of the delta-based algorithm for deleting data points. Besides, we propose heuristic algorithms to draw on experimental observations for both adding and deleting data points. Extensive experimental results demonstrate the efficiency and effectiveness of our proposed algorithms."
