reading_rank,selection_role,paper_id,queue_id,title,source_action,artifact_role,url,destination,source_authority,resolution_reason,broad_source_path,broad_source_format,primary_url,full_text_url,doi,screened_credit
138,PRIMARY,P0008,AX650ABBBE424F1071,How much does Initialization Affect Generalization?,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0008.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0008.pdf,PDF,https://proceedings.mlr.press/v202/ramasinghe23a.html,https://proceedings.mlr.press/v202/ramasinghe23a/ramasinghe23a.pdf,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
139,PRIMARY,P0309,RGAE42A2628C2B5FB7,NeSSA: Near-Storage Data Selection for Accelerated Machine Learning Training,ACQUIRE_DIRECT_PDF,METHOD_SOURCE,https://dl.acm.org/doi/pdf/10.1145/3599691.3603404,sources/screened_method_anchor_complete_v3/P0309.pdf,PRIMARY_PUBLISHER,DISCOVERY_METADATA_HAS_DIRECT_PDF_URL,sources/P0309.html,HTML,https://doi.org/10.1145/3599691.3603404,https://dl.acm.org/doi/pdf/10.1145/3599691.3603404,10.1145/3599691.3603404,NOT_ASSESSED_AT_BROAD_LEVEL
140,PRIMARY,P0296,RG85BA219CE2F60FA9,FUSION: Dataset Pruning via Fusing Uncertainty with Structural Information for Optimal Neural Training in Crystal Property Prediction,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0296.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0296.pdf,PDF,https://doi.org/10.1609/aaai.v40i31.39863,https://ojs.aaai.org/index.php/AAAI/article/download/39863/43824,10.1609/aaai.v40i31.39863,NOT_ASSESSED_AT_BROAD_LEVEL
141,PRIMARY,P0134,RG022F339E6194B680,Evidential Deep Learning for High-Confidence Sample Selection in Noisy Label Learning,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,FULL_TEXT_FIELD_IS_LANDING_PAGE,sources/P0134.html,HTML,https://hdl.handle.net/2117/446143,https://hdl.handle.net/2117/446143,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
142,PRIMARY,P0427,RGCA1B371CC48A525A,RanPAC: Random Projections and Pre-trained Models for Continual Learning,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0427.html,HTML,https://doi.org/10.48550/arxiv.2307.02251,NOT_REPORTED_BY_SOURCE,10.48550/arxiv.2307.02251,NOT_ASSESSED_AT_BROAD_LEVEL
143,PRIMARY,P0106,RG904A68758AC8060A,Investigating Active-Learning-Based Training Data Selection for Speech Spoofing Countermeasure,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0106.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0106.pdf,PDF,https://doi.org/10.1109/slt54892.2023.10023350,NOT_REPORTED_BY_SOURCE,10.1109/slt54892.2023.10023350,NOT_ASSESSED_AT_BROAD_LEVEL
144,PRIMARY,P0126,RG439267E702B435CD,SELC: Self-Ensemble Label Correction Improves Learning with Noisy Labels,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0126.html,HTML,https://doi.org/10.24963/ijcai.2022/455,NOT_REPORTED_BY_SOURCE,10.24963/ijcai.2022/455,NOT_ASSESSED_AT_BROAD_LEVEL
145,PRIMARY,P0154,RG19FB518F86EA562E,”Diversity and Uncertainty in Moderation” are the Key to Data Selection for Multilingual Few-shot Transfer,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0154.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0154.pdf,PDF,https://doi.org/10.18653/v1/2022.findings-naacl.78,https://aclanthology.org/2022.findings-naacl.78.pdf,10.18653/v1/2022.findings-naacl.78,NOT_ASSESSED_AT_BROAD_LEVEL
146,PRIMARY,P0167,RG17ABC448C69B156F,MATES: Model-Aware Data Selection for Efficient Pretraining with Data Influence Models,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0167.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0167.pdf,PDF,http://arxiv.org/abs/2406.06046,https://arxiv.org/pdf/2406.06046,10.48550/arxiv.2406.06046,NOT_ASSESSED_AT_BROAD_LEVEL
147,PRIMARY,P0231,RGC4D3505277C91A36,Combating noisy labels by agreement: A joint training method with co-regularization,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0231.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0231.pdf,PDF,http://arxiv.org/abs/2003.02752,https://arxiv.org/pdf/2003.02752,10.48550/arxiv.2003.02752,NOT_ASSESSED_AT_BROAD_LEVEL
148,PRIMARY,P0445,RGE0493257044E0DAC,An Empirical Study of Automated Mislabel Detection in Real World Vision Datasets,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0445.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0445.pdf,PDF,http://arxiv.org/abs/2312.02200,https://arxiv.org/pdf/2312.02200,10.48550/arxiv.2312.02200,NOT_ASSESSED_AT_BROAD_LEVEL
149,PRIMARY,P0414,RGC334319FA01E7406,Learning with Label Noise for Image Retrieval by Selecting Interactions,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0414.html,HTML,https://doi.org/10.1109/wacv51458.2022.00054,NOT_REPORTED_BY_SOURCE,10.1109/wacv51458.2022.00054,NOT_ASSESSED_AT_BROAD_LEVEL
150,PRIMARY,P0043,RG08622BBB78D02352,Online Continual Learning with Maximally Interfered Retrieval,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0043.html,HTML,https://doi.org/10.48550/arxiv.1908.04742,NOT_REPORTED_BY_SOURCE,10.48550/arxiv.1908.04742,NOT_ASSESSED_AT_BROAD_LEVEL
151,PRIMARY,P0020,RG08D4BDEF38C63D1C,GLISTER: Generalization based Data Subset Selection for Efficient and Robust Learning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0020.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0020.pdf,PDF,https://ojs.aaai.org/index.php/AAAI/article/view/16988,https://ojs.aaai.org/index.php/AAAI/article/download/16988/16795,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
152,PRIMARY,P0500,AX6987DB4646B2490F,GREATS: Online Selection of High-Quality Data for LLM Training in Every Iteration,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0500.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0500.pdf,PDF,https://proceedings.neurips.cc/paper_files/paper/2024/hash/ed165f2ff227cf36c7e3ef88957dadd9-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2024/file/ed165f2ff227cf36c7e3ef88957dadd9-Paper-Conference.pdf,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
153,PRIMARY,P0204,RGDFFB17E0E6BB85BC,Self-Paced Learning for Latent Variable Models,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0204.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0204.pdf,PDF,http://ai.stanford.edu/~koller/Papers/Kumar+al:NIPS10.pdf,NOT_REPORTED_BY_SOURCE,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
154,PRIMARY,P0286,RG022138AD8BE54A20,Transient Stability Assessment Model With Sample Selection Method Based on Spatial Distribution,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,FULL_TEXT_FIELD_IS_LANDING_PAGE,sources/P0286.html,HTML,https://doi.org/10.1155/2024/5231569,https://doi.org/10.1155/2024/5231569,10.1155/2024/5231569,NOT_ASSESSED_AT_BROAD_LEVEL
155,PRIMARY,P0473,RG996747A81DBCC7DC,Bilingual Methods for Adaptive Training Data Selection for Machine Translation,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0473.html,HTML,https://aclanthology.org/2016.amta-researchers.8/,NOT_REPORTED_BY_SOURCE,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
156,PRIMARY,P0046,RG39BB360A5A6B0B90,On Curriculum Learning for Commonsense Reasoning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0046.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0046.pdf,PDF,https://doi.org/10.18653/v1/2022.naacl-main.72,https://aclanthology.org/2022.naacl-main.72.pdf,10.18653/v1/2022.naacl-main.72,NOT_ASSESSED_AT_BROAD_LEVEL
157,PRIMARY,P0376,RG5F74A51B74DB41DC,Improved classification model for peptide identification based on self-paced learning,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0376.html,HTML,https://doi.org/10.1109/bibm.2017.8217659,NOT_REPORTED_BY_SOURCE,10.1109/bibm.2017.8217659,NOT_ASSESSED_AT_BROAD_LEVEL
158,PRIMARY,P0461,RG24189E116CB7F391,Domain Adaptation Using Class-Balanced Self-Paced Learning for Soil Classification With LIBS,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0461.html,HTML,https://doi.org/10.1109/tps.2023.3305559,NOT_REPORTED_BY_SOURCE,10.1109/tps.2023.3305559,NOT_ASSESSED_AT_BROAD_LEVEL
159,PRIMARY,P0384,RG7DE7A2339D02CD1E,PARS: Pseudo-Label Aware Robust Sample Selection for Learning with Noisy Labels,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0384.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0384.pdf,PDF,http://arxiv.org/abs/2201.10836,https://arxiv.org/pdf/2201.10836,10.48550/arxiv.2201.10836,NOT_ASSESSED_AT_BROAD_LEVEL
160,PRIMARY,P0209,RG6F00B1CBA5BDDEFC,Army of Thieves: Enhancing Black-Box Model Extraction via Ensemble based sample selection,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0209.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0209.pdf,PDF,https://doi.org/10.1109/wacv57701.2024.00378,NOT_REPORTED_BY_SOURCE,10.1109/wacv57701.2024.00378,NOT_ASSESSED_AT_BROAD_LEVEL
161,PRIMARY,P0139,RG920B3FFAD275A3BA,Error Sensitivity Modulation based Experience Replay: Mitigating Abrupt Representation Drift in Continual Learning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0139.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0139.pdf,PDF,http://arxiv.org/abs/2302.11344,https://arxiv.org/pdf/2302.11344,10.48550/arxiv.2302.11344,NOT_ASSESSED_AT_BROAD_LEVEL
162,PRIMARY,P0413,AXA507196A9C503BF5,Active Learning on a Budget: Opposite Strategies Suit High and Low Budgets,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0413.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0413.pdf,PDF,https://proceedings.mlr.press/v162/hacohen22a.html,https://proceedings.mlr.press/v162/hacohen22a/hacohen22a.pdf,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
163,PRIMARY,P0235,RGB81B887DDB79BE81,Adaptive Hard Example Mining for Image Captioning,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0235.html,HTML,https://doi.org/10.1109/icip.2019.8803418,NOT_REPORTED_BY_SOURCE,10.1109/icip.2019.8803418,NOT_ASSESSED_AT_BROAD_LEVEL
164,PRIMARY,P0352,RGEC787EA4F806428C,Training Data Selection for Machine Learning-Enhanced Monte Carlo Simulations in Structural Dynamics,ACQUIRE_DIRECT_PDF,METHOD_SOURCE,https://www.mdpi.com/2076-3417/12/2/581/pdf?version=1641554193,sources/screened_method_anchor_complete_v3/P0352.pdf,PRIMARY_PUBLISHER,DISCOVERY_METADATA_HAS_DIRECT_PDF_URL,sources/P0352.html,HTML,https://doi.org/10.3390/app12020581,https://www.mdpi.com/2076-3417/12/2/581/pdf?version=1641554193,10.3390/app12020581,NOT_ASSESSED_AT_BROAD_LEVEL
165,PRIMARY,P0102,RGF3A1AD28D0CCDCCE,Data Pruning by Information Maximization,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0102.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0102.pdf,PDF,https://arxiv.org/abs/2506.01701,NOT_REPORTED_BY_SOURCE,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
166,PRIMARY,P0380,RGA4A846C27DA19781,Federated Hard Example Mining for Defect Detection Under Statistical Heterogeneity,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0380.html,HTML,https://doi.org/10.1109/smc58881.2025.11342467,NOT_REPORTED_BY_SOURCE,10.1109/smc58881.2025.11342467,NOT_ASSESSED_AT_BROAD_LEVEL
167,PRIMARY,P0092,RG956A8FDEADC2B6A2,CurGraph: Curriculum Learning for Graph Classification,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0092.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0092.pdf,PDF,https://doi.org/10.1145/3442381.3450025,https://dl.acm.org/doi/pdf/10.1145/3442381.3450025,10.1145/3442381.3450025,NOT_ASSESSED_AT_BROAD_LEVEL
168,PRIMARY,P0205,RGA9766A480B677D25,Learning What Matters: Prioritized Concept Learning via Relative Error-driven Sample Selection,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0205.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0205.pdf,PDF,http://arxiv.org/abs/2506.01085,https://arxiv.org/pdf/2506.01085,10.48550/arxiv.2506.01085,NOT_ASSESSED_AT_BROAD_LEVEL
169,PRIMARY,P0389,AX6B828EA30AEEF829,DivideMix: Learning with Noisy Labels as Semi-Supervised Learning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0389.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0389.pdf,PDF,https://openreview.net/forum?id=HJgExaVtwr,https://openreview.net/pdf?id=HJgExaVtwr,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
170,PRIMARY,P0404,RG2608FDB90F6E9D9E,Density-Based Dynamic Curriculum Learning for Intent Detection,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0404.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0404.pdf,PDF,https://doi.org/10.1145/3459637.3482082,https://arxiv.org/pdf/2108.10674,10.1145/3459637.3482082,NOT_ASSESSED_AT_BROAD_LEVEL
171,PRIMARY,P0057,RGC9DBF113F856F4FE,Dataset Cartography: Mapping and Diagnosing Datasets with Training Dynamics,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0057.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0057.pdf,PDF,https://aclanthology.org/2020.emnlp-main.746/,https://aclanthology.org/2020.emnlp-main.746.pdf,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
172,PRIMARY,P0378,RG94E6E25490BFAEE3,Solving Continual Learning with Noisy Labels by Sample Selection and Replay,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0378.html,HTML,https://doi.org/10.1109/ijcnn54540.2023.10191077,NOT_REPORTED_BY_SOURCE,10.1109/ijcnn54540.2023.10191077,NOT_ASSESSED_AT_BROAD_LEVEL
173,PRIMARY,P0311,AX9313629F9AEE4C10,BWS: Best Window Selection Based on Sample Scores for Data Pruning across Broad Ranges,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0311.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0311.pdf,PDF,https://proceedings.mlr.press/v235/choi24c.html,https://proceedings.mlr.press/v235/choi24c/choi24c.pdf,NOT_REPORTED_BY_SOURCE,NOT_ASSESSED_AT_BROAD_LEVEL
174,PRIMARY,P0455,RG3462205DA427F42B,Self-Paced Learning Based Graph Convolutional Neural Network for Mixed Integer Programming (Student Abstract),REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0455.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0455.pdf,PDF,https://doi.org/10.1609/aaai.v37i13.26954,https://ojs.aaai.org/index.php/AAAI/article/download/26954/26726,10.1609/aaai.v37i13.26954,NOT_ASSESSED_AT_BROAD_LEVEL
175,PRIMARY,P0480,RGF2CC19D4B7907D48,Training Data Attribution via Approximate Unrolling,DISCOVERY_REQUIRED,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:no verified direct PDF URL,NOT_APPLICABLE_WITH_REASON:full-text source must be discovered first,NOT_APPLICABLE_WITH_REASON:full-text source not selected,NO_FULL_TEXT_URL_IN_DISCOVERY_METADATA,sources/P0480.html,HTML,https://proceedings.neurips.cc/paper_files/paper/2024/hash/7af60ccb99c7a434a0d9d9c1fb00ca94-Abstract-Conference.html,NOT_REPORTED_BY_SOURCE,10.52202/079017-2129,NOT_ASSESSED_AT_BROAD_LEVEL
176,PRIMARY,P0312,RG1CEDCFA1127E574E,CS-Shapley: Class-wise Shapley Values for Data Valuation in Classification,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0312.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0312.pdf,PDF,http://arxiv.org/abs/2211.06800,https://arxiv.org/pdf/2211.06800,10.48550/arxiv.2211.06800,NOT_ASSESSED_AT_BROAD_LEVEL
177,PRIMARY,P0172,RGADDD9B5597581758,ToReMi: Topic-Aware Data Reweighting for Dynamic Pre-Training Data Selection,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0172.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0172.pdf,PDF,http://arxiv.org/abs/2504.00695,https://arxiv.org/pdf/2504.00695,10.48550/arxiv.2504.00695,NOT_ASSESSED_AT_BROAD_LEVEL
178,PRIMARY,P0003,RG5865257ECD4A5F54,Efficient and Robust Quantization-aware Training via Adaptive Coreset Selection,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0003.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0003.pdf,PDF,http://arxiv.org/abs/2306.07215,https://arxiv.org/pdf/2306.07215,10.48550/arxiv.2306.07215,NOT_ASSESSED_AT_BROAD_LEVEL
179,PRIMARY,P0418,RG2EBC89E1ECA87F6D,Selective Experience Replay for Lifelong Learning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0418.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0418.pdf,PDF,https://ojs.aaai.org/index.php/AAAI/article/view/11595,https://ojs.aaai.org/index.php/AAAI/article/download/11595/11454,10.1609/aaai.v32i1.11595,NOT_ASSESSED_AT_BROAD_LEVEL
180,PRIMARY,P0420,RG1BD47F376292EB02,Calibrating Deep Neural Networks using Explicit Regularisation and Dynamic Data Pruning,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0420.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0420.pdf,PDF,https://doi.org/10.1109/wacv56688.2023.00159,https://arxiv.org/pdf/2212.10005,10.1109/wacv56688.2023.00159;10.48550/arxiv.2212.10005,NOT_ASSESSED_AT_BROAD_LEVEL
181,PRIMARY,P0288,RG32D4D9393A420EF5,Curriculum Learning for Speech Emotion Recognition From Crowdsourced Labels,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0288.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0288.pdf,PDF,https://doi.org/10.1109/taslp.2019.2898816,https://arxiv.org/pdf/1805.10339,10.1109/taslp.2019.2898816,NOT_ASSESSED_AT_BROAD_LEVEL
182,PRIMARY,P0118,RG2ED0CE82003600F6,Generic and Trend-aware Curriculum Learning for Relation Extraction,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0118.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0118.pdf,PDF,https://doi.org/10.18653/v1/2022.naacl-main.160,https://aclanthology.org/2022.naacl-main.160.pdf,10.18653/v1/2022.naacl-main.160,NOT_ASSESSED_AT_BROAD_LEVEL
183,PRIMARY,P0362,RGAB7127145C2EF6CD,SIGUA: Forgetting May Make Learning with Noisy Labels More Robust,REUSE_VERIFIED_BROAD_PDF,METHOD_SOURCE,NOT_APPLICABLE_WITH_REASON:verified BROAD PDF is reused,sources/P0362.pdf,NOT_APPLICABLE_WITH_REASON:authority retained in BROAD acquisition ledger,BROAD_SOURCE_IS_VERIFIED_PDF,sources/P0362.pdf,PDF,http://arxiv.org/abs/1809.11008,https://arxiv.org/pdf/1809.11008,10.48550/arxiv.1809.11008,NOT_ASSESSED_AT_BROAD_LEVEL
