reading_rank,selection_role,paper_id,queue_id,canonical_work_id,title,quota_rq,secondary_rqs,directness,relevance_class,effect_relation,selection_phase,tie_break_key,broad_source_path,broad_source_format,broad_source_sha256,broad_source_bytes,method_source_path,method_source_format,method_source_sha256,method_source_bytes,method_source_origin,method_source_authority,method_source_url,method_source_receipt_path,method_source_status,screened_credit
223,PRIMARY,P0448,RGD850F26F2CCD3E44,CW8C4501EE38AAC4C4BEFC,The Impact of Coreset Selection on Spurious Correlations and Group Robustness,RQ5,RQ1;RQ4;RQ7,D1_DIRECT_UTILITY,STRICT_CONTROL_NEGATIVE,NULL_NEGATIVE,RQ_MINIMUM,B86958E99D3A77990D36455713B0E64E99FFBD82EED21792CB0E96CFC9D47383,sources/P0448.pdf,PDF,B6CA15CC4FFCF62ADB9E39AFCB4C9529B1CB83E04ED121BD7975A0572ADCC3BA,661239,sources/P0448.pdf,PDF,B6CA15CC4FFCF62ADB9E39AFCB4C9529B1CB83E04ED121BD7975A0572ADCC3BA,661239,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
224,PRIMARY,P0476,RGA715026D32D16F9D,CW88F86EF870BFBAD35193,Dataset Pruning: Reducing Training Data by Examining Generalization Influence,RQ5,RQ1;RQ2;RQ3,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,B90FC0B163DA54594457D31498383DF89CD9E29B631B33DCEC8EB2C775D2F8EC,sources/P0476.pdf,PDF,BD66704C09AC2C7FD693E6FDBE41E1C05C984924C59B9E75AAC74933EAD36CE0,1300391,sources/P0476.pdf,PDF,BD66704C09AC2C7FD693E6FDBE41E1C05C984924C59B9E75AAC74933EAD36CE0,1300391,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
225,PRIMARY,P0223,RG3400A46DCFDF8015,CWA5A6D9D47197F81F77EC,Continual Safety Alignment via Gradient-Based Sample Selection,RQ3,RQ6;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,BA71ED85CD5C2E5A1672EB32101D5D86B18B301710E4D6C1EB8B0729227FF099,sources/P0223.pdf,PDF,C69BF7D3D96D2759715F4741806027740EA395DB7464365724D1DEDDD6164798,721031,sources/P0223.pdf,PDF,C69BF7D3D96D2759715F4741806027740EA395DB7464365724D1DEDDD6164798,721031,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
226,PRIMARY,P0436,AX60FA7026B413D57B,CW27EA65DC3E285E30085F,Focal Loss for Dense Object Detection,RQ6,RQ2,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,BADCC930B9C8A7EE9E2B418D731AB1681950276B37852BA92E45299167CD4A1B,sources/P0436.pdf,PDF,957060A5139B26FF4A41AF8AF84AD6BE57495F11E349B805F48A1ECBDFC8CC6F,2191884,sources/P0436.pdf,PDF,957060A5139B26FF4A41AF8AF84AD6BE57495F11E349B805F48A1ECBDFC8CC6F,2191884,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
227,PRIMARY,P0048,RG32BC581910F4800D,CWDD88B17988FABB4183DF,Online hard example mining vs. fixed oversampling strategy for segmentation of new multiple sclerosis lesions from longitudinal FLAIR MRI,RQ2,RQ5;RQ6;RQ7,D1_DIRECT_UTILITY,STRICT_CONTROL_NEGATIVE,NULL_NEGATIVE,COUNTEREVIDENCE_MINIMUM,BBE39ED3614D25B65E138D5FF4D034EC36CF801FADC86F1D2EF538E430FE040E,sources/P0048.pdf,PDF,BA62DBB74169F5FC633E526C7859A9391D4981D8E821DD93DFA63CF41FF8D2DE,1456899,sources/P0048.pdf,PDF,BA62DBB74169F5FC633E526C7859A9391D4981D8E821DD93DFA63CF41FF8D2DE,1456899,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
228,PRIMARY,P0022,RG8605B5F5774B2C10,CW5EBF679E2094B38A468D,Class-Independent Regularization for Learning with Noisy Labels,RQ8,RQ1,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,RQ_MINIMUM,BC21CC6C79679A603DBE9BC0472EB259A6D71A32BFD21FF0378A02C132155F2F,sources/P0022.pdf,PDF,895BD358FD2BEED01296B807AA507DD6DB60478D6601CE03F895BE4D62C2416C,2049016,sources/P0022.pdf,PDF,895BD358FD2BEED01296B807AA507DD6DB60478D6601CE03F895BE4D62C2416C,2049016,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
229,PRIMARY,P0482,RG8091C63BD608CE7E,CW0C6061E28041372E480D,Investigating the locality of neural network training dynamics.,RQ2,RQ3;RQ6,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,BC45203EBA56FF64AC656CD5AAC11DAEB818EF3A13A72916642BA5F33F9B0CA6,sources/P0482.pdf,PDF,76AE410E35C97B619AFE07652A6B80291465D0FD56C8388074E6E551CE8D65D8,3134824,sources/P0482.pdf,PDF,76AE410E35C97B619AFE07652A6B80291465D0FD56C8388074E6E551CE8D65D8,3134824,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
230,PRIMARY,P0298,RGDF7060DDA7EB2B77,CW582832E073362456B7FA,Cram Less to Fit More: Training Data Pruning Improves Memorization of Facts,RQ5,RQ1;RQ6;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,BE204364211875C0FF0D9109D5B791E90AE36218031C413D78B4B64F160B02B7,sources/P0298.pdf,PDF,8C0B633CEC72CAE523846384BDB24E13B16DF410CE70BA104D2F9A5B7F5C3582,1716101,sources/P0298.pdf,PDF,8C0B633CEC72CAE523846384BDB24E13B16DF410CE70BA104D2F9A5B7F5C3582,1716101,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
231,PRIMARY,P0330,RG4C05ABF685E44621,CW2C31D4B8DEFAADCBE53F,Coverage-centric Coreset Selection for High Pruning Rates,RQ5,NOT_APPLICABLE_WITH_REASON:no secondary RQ,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,BE9CDF3AE415C66A223F61CA2753B8275768A0426F7ED523DD860272FA85C694,sources/P0330.pdf,PDF,EE192893648C10D33A74D757A54A6DDDD1C660B547A0653061C8D0F113A81C54,615324,sources/P0330.pdf,PDF,EE192893648C10D33A74D757A54A6DDDD1C660B547A0653061C8D0F113A81C54,615324,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
232,PRIMARY,P0039,RG3A00725F7CADC3A2,CWF7C5971D7D4A537B18DA,Early-Learning Regularization Prevents Memorization of Noisy Labels,RQ4,RQ1;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,C00E3195FAE95671ED6B90357DE98EA3A3099BCCA783E06D1739D2E6612AE4D4,sources/P0039.html,HTML,9C21DED718DF5AA3DA1DB4C9AD5A4F1EDCE6EDD9023BC9FD03408E72A0C0E31C,44623,sources/legacy_core/P020_Early_Learning_Regularization_NeurIPS_2020.pdf,PDF,D29F8D401B62E9E7CDABAAF5B45E08AB2CBB8CB0122A7D610F03573062C4F331,767183,VERIFIED_OVERRIDE,PRIMARY_PUBLISHER,https://proceedings.neurips.cc/paper/2020/file/ea89621bee7c88b2c5be6681c8ef4906-Paper.pdf,sources/legacy_core/P020_Early_Learning_Regularization_NeurIPS_2020.pdf.receipt.json,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
233,PRIMARY,P0384,RG7DE7A2339D02CD1E,CWD09CD39DAA419D01F9A6,PARS: Pseudo-Label Aware Robust Sample Selection for Learning with Noisy Labels,RQ4,RQ1;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,C0DA3C4554179C9990A9D6250443E22B92ED337A7BB9862928A555808A8B2CFE,sources/P0384.pdf,PDF,23BA88266DD8907648CB8E76DA735E54137539216E8A420B5B460D0C083A4D50,1174750,sources/P0384.pdf,PDF,23BA88266DD8907648CB8E76DA735E54137539216E8A420B5B460D0C083A4D50,1174750,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
234,PRIMARY,P0206,RG870C4700F1ABF444,CW320AF708426DA0B05E16,HYperbolic Self-Paced Learning for Self-Supervised Skeleton-based Action Representations,RQ2,RQ1;RQ4;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,C0F18EAE2D78FE0B9756DCEAAC55134875F291AC3D75CE4AE74FBD2A3D646FF0,sources/P0206.pdf,PDF,7933629028DFDC08BDE9E3C23A16871DF839C8D06B5F814E7348856521375143,1761847,sources/P0206.pdf,PDF,7933629028DFDC08BDE9E3C23A16871DF839C8D06B5F814E7348856521375143,1761847,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
235,PRIMARY,P0049,RG1DD2D2AB5E784128,CW6695E68033A1A0ABCF80,Evolution-aware VAriance (EVA) Coreset Selection for Medical Image Classification,RQ5,RQ1;RQ2;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,C3A9CFED85C93545F54A7762AD68D8D64FE67F973848F7B8B6EA58B36A2A16D7,sources/P0049.pdf,PDF,43B09D37A722AB5369FC262691AAAFCE92B75796BCF7F4E6A8CE03C6660B50DC,2569446,sources/P0049.pdf,PDF,43B09D37A722AB5369FC262691AAAFCE92B75796BCF7F4E6A8CE03C6660B50DC,2569446,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
236,PRIMARY,P0251,RG9BE47F5B4499831F,CWE7E1FF580BE8EE45C805,Self-Paced Learning with Adaptive Deep Visual Embeddings,RQ5,RQ1;RQ2;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,C3E015360AED06E974D06575373674B7C151CD47682563D06BB24DF5788EB95C,sources/P0251.pdf,PDF,5D7219432565C2572855177F2F600371AB52F782EFB6F79F306AEF0FEBF41A9E,6305900,sources/P0251.pdf,PDF,5D7219432565C2572855177F2F600371AB52F782EFB6F79F306AEF0FEBF41A9E,6305900,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
237,PRIMARY,P0363,RG68265A9BE3EB5FAF,CW4E0A031F59DD83EC1FCC,Deep Learning on a Healthy Data Diet: Finding Important Examples for Fairness,RQ5,RQ3;RQ4;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,C4AA8AD4EE166E95561844DC59A69C3A703AD1735023DA3E872407A8B7E79004,sources/P0363.pdf,PDF,2D0CBC86E0A311632F30510CD814FB85429206901A0467B4A2D72F053B84234A,507488,sources/P0363.pdf,PDF,2D0CBC86E0A311632F30510CD814FB85429206901A0467B4A2D72F053B84234A,507488,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
238,PRIMARY,P0218,RG23DF024E49773E64,CW8A5F6E2BA4431C0EF008,A Snapshot of Influence: A Local Data Attribution Framework for Online Reinforcement Learning,RQ7,RQ1;RQ3;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,C5C073785F923D299B3D9779DF1D4D545A1C2EA95F00A4248CF8CB32C7C6FC59,sources/P0218.pdf,PDF,52CCD00DB9526D921553DA6510F6F01B0F37CA6CC741B8A9918624C667EC2A10,3051316,sources/P0218.pdf,PDF,52CCD00DB9526D921553DA6510F6F01B0F37CA6CC741B8A9918624C667EC2A10,3051316,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
239,PRIMARY,P0424,RGF0328A138F658CBD,CWA544A809083906B6AD96,Data Selection Strategies for Multi-Domain Sentiment Analysis,RQ5,RQ1;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,C5FEFC7040ED9B5BFC459CE2563E523C8D8101EFDC7C551972BC1B1491185A9A,sources/P0424.pdf,PDF,0249F8313EF87A7C95F011F620433C5F78C29F763DF6408C133E172CF9603328,6429082,sources/P0424.pdf,PDF,0249F8313EF87A7C95F011F620433C5F78C29F763DF6408C133E172CF9603328,6429082,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
240,PRIMARY,P0200,RGFDF366471074E7BB,CW4C77EBF77047F31CF885,DeepCore: A Comprehensive Library for Coreset Selection in Deep Learning,RQ7,RQ1;RQ3;RQ5;RQ6,D1_DIRECT_UTILITY,STRICT_CONTROL_NEGATIVE,NULL_NEGATIVE,MANDATORY_ANCHOR,C6216CA9460A201113F58ACEF596BBE9402919AB28F52E2F3C104846CC44088B,sources/P0200.pdf,PDF,F7955FFA0B04538EDFBCE92B4DAC4AC5154ACA3A4789D723FF7D2AB5B64ACA9E,544150,sources/P0200.pdf,PDF,F7955FFA0B04538EDFBCE92B4DAC4AC5154ACA3A4789D723FF7D2AB5B64ACA9E,544150,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
241,PRIMARY,P0015,RG6A99D9A8BA5D4438,CWEA1D5642AD3D6D71FF9A,Learning with Noisy Labels Revisited: A Study Using Real-World Human Annotations,RQ8,RQ1,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,RQ_MINIMUM,C67A8C2A0CBD7569AA071E97E45CBF8CF2F32AC4692CBECD528115349FCE7726,sources/P0015.pdf,PDF,10901035EDC73E06CED8745C6C9F71B6FF2096F5B3824D063A0C0405281A5F69,1081214,sources/P0015.pdf,PDF,10901035EDC73E06CED8745C6C9F71B6FF2096F5B3824D063A0C0405281A5F69,1081214,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
242,PRIMARY,P0282,RGAACBB453A3A5AD58,CW0F537BA127F3FE7841A8,CurricularFace: Adaptive Curriculum Learning Loss for Deep Face Recognition,RQ6,RQ1,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,C8524FEEA2C11657517C99B78F3641DD137AA661BB2380D96F4607F98EFC7F4A,sources/P0282.pdf,PDF,1112820C48680E728C5D215FEF4D6F13A29156D3D1411A0E7522FFA40D205D98,2646136,sources/P0282.pdf,PDF,1112820C48680E728C5D215FEF4D6F13A29156D3D1411A0E7522FFA40D205D98,2646136,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
243,PRIMARY,P0474,RG0E4A6EDAE8FA4E36,CWC821D8A8D4ED47BC4893,Learning to Detect Noisy Labels Using Model-Based Features,RQ1,RQ4,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,C90B74C24FE5F038D92E6BFD222CFD3FE29E4CD2999F29D017B4D0E995AAC8D9,sources/P0474.pdf,PDF,10CA24583D534554EBAD332BEEE222EED0DA9CCDE886FDCA0983A3AF64F1DEF8,991011,sources/P0474.pdf,PDF,10CA24583D534554EBAD332BEEE222EED0DA9CCDE886FDCA0983A3AF64F1DEF8,991011,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
244,PRIMARY,P0013,RGE2217F5FC7A86FF6,CWB568925BD9CDB2F84CDB,Rethinking Experience Replay: a Bag of Tricks for Continual Learning,RQ5,RQ6;RQ7,D1_DIRECT_UTILITY,STRICT_CONTROL_NEGATIVE,NULL_NEGATIVE,RQ_MINIMUM,CB63ACA3AED53E02A0982B434358203E3AE340998AB700B62B32A6EF636A777B,sources/P0013.pdf,PDF,95DE576AD60328631D44AA26F72AA158064C1E50644368CBB607EC4D3CDB5632,1870738,sources/P0013.pdf,PDF,95DE576AD60328631D44AA26F72AA158064C1E50644368CBB607EC4D3CDB5632,1870738,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
245,PRIMARY,P0484,RGEFF631EEEB2AA8A0,CWA6AF3FE055C0ED4DE5AF,Lightweight Dataset Pruning without Full Training via Example Difficulty and Prediction Uncertainty,RQ5,RQ1;RQ4;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,CB73A419BB1A77F09664A45E1DBB808199DCCD6EAF07DFD9D9932E4CB7AB251B,sources/P0484.pdf,PDF,D097EF622B6C9272BE5C6CAABF6C51AB5990CC55FFE6AD8FDB9DC158CD3E0335,19316090,sources/P0484.pdf,PDF,D097EF622B6C9272BE5C6CAABF6C51AB5990CC55FFE6AD8FDB9DC158CD3E0335,19316090,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
246,PRIMARY,P0074,RG77AE73B03F823EFF,CW1D9BFF4E81DD42AE93F3,Tightening Control in Neyman--Pearson Linear Classification,RQ8,RQ7,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,GLOBAL_FILL,CC7684FBB3BA527D9E39A41DD656707B8CD39AE5F42D904B0E416C9D8ED1C689,sources/P0074.pdf,PDF,51EE8F3D704331CE718B314DF25891FA8A70F7C475954F63FDE897AA55DDF073,196471,sources/P0074.pdf,PDF,51EE8F3D704331CE718B314DF25891FA8A70F7C475954F63FDE897AA55DDF073,196471,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
247,PRIMARY,P0143,RG9A3B6DE1F762B631,CW7ECF36BD009643847234,Learning from Training Dynamics: Identifying Mislabeled Data beyond Manually Designed Features,RQ1,RQ4;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,CCF106376676B5D68C5E5EB77DE5555A146172F61E4BBEF3194DABB25C8E2A4B,sources/P0143.pdf,PDF,52B62222BB7B29228D7D90BF13FD6FE3FFC636809EA3FEBCB2F892B5FBA043A7,919161,sources/P0143.pdf,PDF,52B62222BB7B29228D7D90BF13FD6FE3FFC636809EA3FEBCB2F892B5FBA043A7,919161,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
248,PRIMARY,P0179,RGE1754B60E20FCE30,CWD6748874CDEB0C5CBE14,Measuring Fine-Grained Relatedness in Multitask Learning via Data Attribution,RQ7,RQ3;RQ5,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,CD91C78A3F46E1845BE912F1EE45FB3B328EFA3A03204A6888A58151AB1B16B5,sources/P0179.pdf,PDF,ACD6179F2C39B1A1F50513F3EA8F85AAE1A903287E926D252711856DFE4F480E,873573,sources/P0179.pdf,PDF,ACD6179F2C39B1A1F50513F3EA8F85AAE1A903287E926D252711856DFE4F480E,873573,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
249,PRIMARY,P0341,RGC7F11FE79EDA608C,CWCD348492ECB262ADF9CA,Partial AUC Maximization via Nonlinear Scoring Functions,RQ8,NOT_APPLICABLE_WITH_REASON:no secondary RQ,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,GLOBAL_FILL,CF92F56D8945503AB4E9C7E7CF3DD084454874BC586F1A6386F4017ABFA3FB19,sources/P0341.pdf,PDF,4EE441905BAD1D160FD04738404C33E437CF1262A70FD9EC3279DC8A8B2CC255,120623,sources/P0341.pdf,PDF,4EE441905BAD1D160FD04738404C33E437CF1262A70FD9EC3279DC8A8B2CC255,120623,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
250,PRIMARY,P0411,RG61745A764A57C63A,CWD4109ACF793A7C0179C9,Neyman-Pearson Classification under Both Null and Alternative Distributions Shift,RQ8,RQ3,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,GLOBAL_FILL,D226610CA4C1576CEB8C25C4E41F940F5E9479BDE827868EA50BAC929A105080,sources/P0411.pdf,PDF,19D4AB51CDF5467A1164109D2716412FD21858093774C2BD757AB9F850FC2FDA,608257,sources/P0411.pdf,PDF,19D4AB51CDF5467A1164109D2716412FD21858093774C2BD757AB9F850FC2FDA,608257,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
251,PRIMARY,P0182,RGEB6999CC457C81BD,CWD8C730CC7690733C6FB8,Dynamically Composing Domain-Data Selection with Clean-Data Selection by “Co-Curricular Learning” for Neural Machine Translation,RQ5,RQ4;RQ6;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,D4DC8CEE599C6C78EDF12ECFD74FB8D8FB6729FE86EC90C8B67EDE96F225ECE9,sources/P0182.pdf,PDF,DDEEBA48276D027A0726894BD2F75A528213C24A0BB124D82F46B8265E43829A,461892,sources/P0182.pdf,PDF,DDEEBA48276D027A0726894BD2F75A528213C24A0BB124D82F46B8265E43829A,461892,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
