paper_id,queue_id,canonical_work_id,quota_rq,secondary_rqs,directness,relevance_class,relation,selection_phase,tie_break_key,original_source_path,source_sha256,source_bytes,merged_queue_ids
P0379,RGBBDE7FEFA3C75C54,CW0E04DC551A9EB3F3105D,RQ7,RQ3,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,B5CBE499AC6FA4FAD549FEEE76762D6D3D51B18E7431F443D9EA29772BF1B182,sources/broad_screen/batch_003/RGBBDE7FEFA3C75C54.pdf,F3BAE7A11099C99CB0394F3CA42CC9E7D77B6C7DABA50CEA26FEE6C232D84AF4,1924982,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0380,RGA4A846C27DA19781,CW18CD9C7F703C71333E1E,RQ1,RQ2;RQ4;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,B61D2243A4B493A8B234E08B69056EA2C9D89455E32D849A3ED44A8E33AD0894,sources/broad_screen/batch_017_corrections_v1/RGA4A846C27DA19781.html,22ADB7172AECD36221700D962B87AAF3328BE390005C0B6D45F84D56FF6BD90C,5493,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0381,RGDBAA7DBDB48A47FB,CW7AFBE9CFC8F7F9CB5657,RQ7,RQ3,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,B688C726BA30884E5506802B4ACC611F8A56DB33ADD4FC3262841D4D4E5EE85E,sources/broad_screen_primary/batch_015/RGDBAA7DBDB48A47FB.pdf,A2C749C890BAEC749B367E56D35451110E71FA130FBAD7B6F06F6A71BB65DEAC,2504488,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0382,RGADDFA268E7143B7C,CWFF355BB4BFAC50498417,RQ7,RQ3,D1_DIRECT_UTILITY,STRICT_CONTROL_NEGATIVE,REFUTED,RQ_MINIMUM,B7389527A8EB679DA81E81EB1DE7C67A9326F3F4276241FF04C2CD519E3F37E1,sources/broad_screen/batch_010/RGADDFA268E7143B7C.pdf,25EF26ED306E0C91ED4660C55BE2F9FE1374C6B990E756EBEC238547B15EEE7E,3181465,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0383,RGFF80275536BC1CE9,CW2B9A188F56A9F67E923D,RQ8,NOT_APPLICABLE_WITH_REASON:no secondary RQ,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,GLOBAL_FILL,BA0CE35F1278CA7815424090AC8B59C3542B752B54BE86206DAFE9AD47FE73E3,sources/broad_screen/batch_005_corrections_v2/RGFF80275536BC1CE9.html,57DF9FF36159596FCB14F118BA0A82C194164B5DD11221C57189CDC543138DE3,4615,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0384,RG7DE7A2339D02CD1E,CWD09CD39DAA419D01F9A6,RQ1,RQ4;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,BABCC579642AE98109078A5C39F6D15EAC78152E04EBE8F6824B61BF99A3A4F8,sources/broad_screen/batch_006/RG7DE7A2339D02CD1E.pdf,23BA88266DD8907648CB8E76DA735E54137539216E8A420B5B460D0C083A4D50,1174750,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0385,RGF147AD9F6C4CEE25,CW11DCF047E00C158040DD,RQ1,RQ2;RQ3;RQ5;RQ6;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,BB0AD0CA7294A5D4EBDAC24D21BF4E72B99882B5579384FC65F3CDF30FD3CF9D,sources/broad_screen/batch_022_corrections_v1/RGF147AD9F6C4CEE25.html,0B37EF26FA6541B4EC926F2A07CED1F68AB68F3D66D2A45635EC03FCD65DC95F,2258,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0386,RG2F0742156016D629,CW360D90A1EFF5ED108883,RQ1,RQ6;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,BB478E5E31095EDAAA2AB30252B8B8B95429825D9F12208E865E99974990B256,sources/broad_screen/batch_004/RG2F0742156016D629.pdf,4A1CE5FA88C9CF3AC9E6D2B55E7B788B9647A249CAEB2A5BC784C60816845EE6,2861456,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0387,RG3508036A477D9A8C,CW4F605D912E1DB60C460A,RQ1,RQ2;RQ5;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,BB84E34334326533611001A8F8F48113AA999905D89E9902302A1212D078DF63,sources/broad_screen/batch_014_corrections_v1/RG3508036A477D9A8C.html,37C8B24E71B1A3593FCFE83760DCC372A4E77313F6BDC4950A1A75646A480534,13601,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0388,RGF413251412D49E35,CW370276FB2D6DE07F81D1,RQ1,RQ2;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,BBEA515FD7027FDD4455D23F1A01FB889B701010058322FBB32C4C5738A7B0D7,sources/broad_screen_primary/batch_015/RGF413251412D49E35.pdf,5E86BE6C4770973D7B3FBD483570415A214BED37216D8DCFBE2EB56BE8A120E6,1359857,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0389,AX6B828EA30AEEF829,CW6B828EA30AEEF829012E,RQ4,NOT_APPLICABLE_WITH_REASON:no secondary RQ,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,MANDATORY_ANCHOR,BCF1487F3D2EBD0533D41C8726258BECDCF04583C2B2030F2201B64DED2C9E13,sources/anchor_supplement_v2/AX6B828EA30AEEF829.pdf,1FF51BF883305E7601E5D7126077F6FFC35247D9D1367F57CF93D312807161AA,771769,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0390,RG24619E6A9B7207D1,CW4D854308DBEEDDEE6E57,RQ8,NOT_APPLICABLE_WITH_REASON:no secondary RQ,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,RQ_MINIMUM,BE1816C2B2879B7E6C0BB39EAF5BEE76D0F92C0283B3EAA7E687AA3EFD1F5414,sources/broad_screen/batch_001/RG24619E6A9B7207D1.pdf,4C8894137BB7C6903C175F714A1BC4E9E1026838C6322115350E19115E577E86,3858343,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0391,RG7E677DD0FC313E33,CW3051860F57361E503689,RQ1,RQ4;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,BE674D11DB33EA2AD4962EDB658E6D3B814CC5B96FF079DC6B6B84E72075A29A,sources/broad_screen/batch_001_corrections/RG7E677DD0FC313E33.pdf,DF366FADF2AF9E6D0462C6F2B83BBE6F9257219F8A453107FF2728DA78851B3C,390899,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0392,RGF0703315B96EA08D,CW6DBA883B365C296BC63B,RQ1,RQ2;RQ4;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,C005E33FF561B36789D36B8B3CBCCA93425384C10D924A65DF1834649E61CD15,sources/broad_screen/batch_014_corrections_v1/RGF0703315B96EA08D.html,9890003FA87146802A780AF58109F4D5170D3A5ED22F06AA169DF0599AF5EC49,9720,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0393,RG33CEC9E185CAB661,CWA734F896C3632E0D3AFA,RQ8,RQ3;RQ4;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,C0974BD7F76751C67A74D39EB9AC6A58880D840DF7761687B0A1D9CB34D31AEF,sources/broad_screen/batch_001/RG33CEC9E185CAB661.html,ED8D1EE3EAEE96FF0B513F8348317EE81C0D372FE628A7D4AB8DAA0B6D2D6901,44532,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0394,RG0AB16F1091A59FC7,CWB1960629C316A8721BE4,RQ5,RQ3;RQ7,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,C1AFA8720164CC0F10E59DA0BFC5EAE43CBA86B2EEA7A46BFA580FFEEAF3A59B,sources/broad_screen/batch_007/RG0AB16F1091A59FC7.pdf,AB6166432CA20E07D5BFDF69B9B70A9B4ACB91A916DB3D35185FEBAF45BB523A,1717287,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0395,RGA0869E4BB40C0D4B,CW37A7BBEA9BA08FC39C26,RQ1,RQ3;RQ4;RQ5;RQ6,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,C1BA9BBC5A8AE46B5AC7B28F82D08D80A2C191FA3787CDCDC934C921792ADE1C,sources/broad_screen/batch_002/RGA0869E4BB40C0D4B.pdf,7BF5C13158C517D190C460F1B6DC51F130A3D0E6D98ED91D418B8BB94293EAE1,1790624,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0396,RGB1C4EE054F457F5A,CW287039BCBDDB8F5DCCD3,RQ7,RQ2;RQ3;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,C1D36391714D506A27FFA0A9CB0A24789973996D0A23E789DABF55B0A2503984,sources/broad_screen_primary/batch_023/RGB1C4EE054F457F5A.pdf,8FA14663E6A9FBF33A302646198C39662412EB05B18B2823EE5C110E01DB393D,2425589,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0397,RG7C6211369D8A8A8E,CW36236F62183A86643192,RQ7,RQ2;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,C1E2275180F3BBBCF1A0BB645E4B78D417FB2A07FCDBE1A25C7B3A509987C4C0,sources/broad_screen/batch_004_corrections_v1/RG7C6211369D8A8A8E.html,E49F635F3F656D21CD5FB6EBACAE7BA6A872DA0771033F74D5726D2732C0F29E,58489,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0398,RG29D54F85D4B58951,CWF00BEF81ABA19F42C938,RQ5,RQ1;RQ4,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,C26A3FF844B52CCA1A771A7551B148262D3A5069EE5B795673C0FDBDB5E16FFE,sources/broad_screen/batch_007/RG29D54F85D4B58951.pdf,664ABA92B70B7DC6D78E4B9ADF026AE6AA4592D526D708E9BA6F7D559815254B,1213339,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0399,RG365E4B43FCF0F871,CW95905E41363466AB9C06,RQ3,RQ7,D1_DIRECT_UTILITY,STRICT_CONTROL_NEGATIVE,REFUTED,MANDATORY_ANCHOR,C328AEF03745377EC3EADB3778C84AEE289E470A9EA17FAE7A1D78792D19EBFD,sources/broad_screen/batch_009/RG365E4B43FCF0F871.pdf,00C79DBC0D19D3E61A386A91311BFEF2CFA83640A71E042EED8BFE522372206C,897698,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0400,RGA5EBD152AB01B763,CWBC032AFCC4E1994E33E8,RQ5,RQ2,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,C3386B268E410B2ABB4E9364D386EC74CAFA2E9199BB421EF880A6084E3E2A12,sources/broad_screen_primary/batch_013/RGA5EBD152AB01B763.html,47A240A115AFDD5A4BCB6468A281469286CF5D8E9F5F04BC04BA45D9B08A588E,465783,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0401,RG438087AD1A47D500,CW1B352F229F7BC6E5CA99,RQ7,RQ3,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,C33B94CB6CC9FE235D95A03C59DFE0DBDB37E99A73827EC094FA7E6397BABEDA,sources/broad_screen/batch_007/RG438087AD1A47D500.pdf,C9C1D4EF73856F436200FEB89FD8C2C7AAE22D6DE5FAB3B56AF15971EAEA6EEB,267621,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0402,RG23777DF75AF056AE,CWAEC0D9840DD20625A997,RQ5,RQ2,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,C3F1C741E981D0E8563D6CEDD2260309A75FE9DAC3756F37C34D6F63FC4BF4AD,sources/anchor_supplement_v2/RG23777DF75AF056AE.pdf,B8CD6E1E680EC7D566C2688D007B226E2C6137BD8A298CC53A6497F6083355C1,16883068,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0403,RGA3E1389D0D48A1E1,CW2EE1272F5C6F4EED2B29,RQ5,RQ1;RQ2,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,C4D7D22131EDF68CA69A85BEE7581131980C75F68C32FC9A1595CCDD9B8BF370,sources/broad_screen_primary/batch_014/RGA3E1389D0D48A1E1.pdf,26CE80E8D347340E0055F2BCF061B6B3E29489FC68A85B8D5711E12CC9DA5090,683737,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0404,RG2608FDB90F6E9D9E,CWD5D066FBE3AD009A6B05,RQ5,RQ1;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,C527637941DA511E2A26CB81EBAA4BF5DD2E52A44E7F7BCD178B86783A4A5C1C,sources/broad_screen/batch_007/RG2608FDB90F6E9D9E.pdf,13181524DF8C4B076FB3765C65E72105DB1409B6807238BC8CE4C4F0402C2311,1678689,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0405,RG9702F7C85E27472D,CW1128CF8427B259632B54,RQ4,RQ1;RQ7,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,C79171BF983C56916C79078EBE2F27602934F21F286963386B7788B192011776,sources/broad_screen/batch_004/RG9702F7C85E27472D.pdf,C51E7BB2390952A60D6E0AB92D58651E9EBA4877743959E168B56ADA93D14FBC,6325624,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0406,RGBD6AE77F0B3288D7,CW514352CC4560A317D541,RQ8,RQ4;RQ7,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,RQ_MINIMUM,C7D1C1831AED81757AC721A911F42EFF0A3B0AB7F1289B3B3212A91111DE1B6E,sources/broad_screen_primary/batch_015/RGBD6AE77F0B3288D7.html,F5F99D3B9FDC7E8EED68E4317A87EF79245B5B8FD59F320A4FF4B572FFD16470,44715,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0407,RG5E66990BE6C44DBF,CW987D5F216D42D3DDF7EF,RQ7,RQ5;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,C7ECEF721A2FC0ED2AB3166F49557CDC7EAC42CEAD22E5767FF0FCAFE4EBA825,sources/broad_screen/batch_010/RG5E66990BE6C44DBF.html,69840C18E1C52DDDDA4CFCF3216796F3B7A9E4C3F7BA3E1DD5EB978D22D822FA,22737,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0408,RG0CB4F3D25D7EA722,CWDB10684A1FDE373FC3CB,RQ5,RQ2,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,C83F204C40DC109849FF42592D421E6923BF689E2A100BDBA11F3024FC23A6FC,sources/broad_screen/batch_014_corrections_v1/RG0CB4F3D25D7EA722.html,5D3B5678E1D728BFA69DDFEA2FED23FE81BEA268D0FC81925B9CEF53B2BAF584,10934,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0409,RG216329B58A40AB01,CW4C0C990C60658D6E4A52,RQ7,RQ1;RQ2;RQ4,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,C8422CAB712B1FF1F669373540739BDBD087A3F693603E0A02D9F98537EB841A,sources/broad_screen/batch_021_corrections_v2/RG216329B58A40AB01.html,F59454AB491D0995E1D427CCC055C3AEF5B78A37C14AC847593BE93570408624,19293,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0410,RG9527B219600C34F2,CW729FE0C3D5FFFC037630,RQ6,RQ1;RQ2,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,C8635394072B5D71922405F64B60E0E988F49A0E85CB7D7EB23F89A2EDC6467D,sources/broad_screen/batch_011_corrections_v1/RG9527B219600C34F2.html,C03CBD3D47EC29F56D42374F2EF58FDF05BACF2FC2827CA8D05AAA1A4F9ADBD6,6114,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0411,RG61745A764A57C63A,CWD4109ACF793A7C0179C9,RQ8,RQ3,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,GLOBAL_FILL,C86FD58FF384BC0FF8215A05572B00E9B243AED94A630FB08B2A85F306CB165E,sources/broad_screen_primary/batch_018/RG61745A764A57C63A.pdf,19D4AB51CDF5467A1164109D2716412FD21858093774C2BD757AB9F850FC2FDA,608257,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0412,RG8979E3BD1560FA0E,CWC7D02ADD95B6197D22FB,RQ5,RQ1;RQ4;RQ7,D1_DIRECT_UTILITY,STRICT_CONTROL_NEGATIVE,REFUTED,RQ_MINIMUM,C8C11B63045DDEDD88A2B467A4FDEB5ADD80927AC60B4C380C2141DE768BFBEE,sources/broad_screen_primary/batch_023/RG8979E3BD1560FA0E.pdf,015C51B0E1EFEFF84EF5A3619749B7ED09466B77F07980703F4DCFB138B1C3CC,1399352,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0413,AXA507196A9C503BF5,CWA507196A9C503BF59049,RQ5,RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,MANDATORY_ANCHOR,CA6471DE7EFE15D74CFA2F2035E60B3701F546D6C9DEE4B0668E9B145CE8051C,sources/anchor_supplement_v2/AXA507196A9C503BF5.pdf,025914F5C23CAD723682BD4C11E1F4F5892EA70663DFD7B26CBD4363F0ECBDEB,8919055,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0414,RGC334319FA01E7406,CW06E04EF32A652E906B3A,RQ5,RQ3;RQ4,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,CBECC78E64305AFAD9E71192E599838CE8307F877DEC267665A6DBBD9B41D084,sources/broad_screen/batch_009_corrections_v1/RGC334319FA01E7406.html,A189BDF0FC9B2B51C297952F9BA502E875B294B50DF62C20A9FFA73F8B6AB447,8697,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0415,RGFB9EA2D7778A4538,CWC252C50AE0A8BF611003,RQ1,RQ4,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,CC456F48CB1F62EEECA6AC91F5DEC931D8B1FAD6EDE78BDA038717D984ADDF43,sources/broad_screen/batch_017_corrections_v1/RGFB9EA2D7778A4538.html,9FEC0E65E3351BBECB769AA5CB5FA4A45D9C4C9030AB6985B3C859D89D1EABC3,12945,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0416,RGE5D522CCAF8B579E,CWA78C48704475538DD177,RQ7,RQ3,D1_DIRECT_UTILITY,STRICT_CONTROL_NEGATIVE,REFUTED,GLOBAL_FILL,CCE2F2E449C6AB4943808DBF14CE5EDB85BA3D585E876C11DF72894DFFBCF273,sources/broad_screen/batch_005/RGE5D522CCAF8B579E.pdf,388C07952BEF07693534EAB0343B4C2CD9693783CD052F20F0247FEC22BE8B3F,16638614,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0417,RG5D8A3E8CDC70E4D7,CW8F81B2B5CE31BC2257E8,RQ5,RQ1;RQ2;RQ6;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,CCE8648EA30495FBFCC87DE09AF912538F14D8C165179BD397D7AE8047B5CFA4,sources/broad_screen_primary/batch_019/RG5D8A3E8CDC70E4D7.pdf,EF4C3C0AAAA7214DFADCD97AE48D9ABA210C682D6DE84E933E901ABC12C5AA1F,376257,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0418,RG2EBC89E1ECA87F6D,CW95E07773D1DF090A48FA,RQ5,RQ1;RQ6;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,CE9A2504040EEF969F4E21EF8DA5FCA237DD5357892A1AA72D6E16CCDBCD6839,sources/broad_screen_primary/batch_022/RG2EBC89E1ECA87F6D.pdf,FAE579105B7C4614D5FAF8EA9657EEAFAE5F10F1496A23105EF0CB59B0B6D753,1691149,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0419,RGAC619FD24AE93C65,CW2E9D8BCC9ABE5F270C0B,RQ2,RQ3;RQ6;RQ7,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,CEAA39ADC14276758D0B63991043086ABCE4E012F4398C3B1065C9D76CE19E97,sources/broad_screen_primary/batch_022/RGAC619FD24AE93C65.pdf,14496876C510EA7A2C526655F7D0915FF01358A6D683B6B9FE9AC12BFCEF325F,959429,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0420,RG1BD47F376292EB02,CWE0412AAB5FAB9F4950BE,RQ8,RQ1;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,CED585D533149714C2B65E4E1D5C50ABD39A81243842151B874177DE947C77B3,sources/broad_screen/batch_007/RG1BD47F376292EB02.pdf,8AF77F6E2390CC8E0BFC0A6C12894AABD671BA30B2F7CAD65C3A8E56208C9301,476308,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0421,RG38876E4B004BBD24,CWF70E65B04A8F87B9146B,RQ5,RQ1;RQ2;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,CFA2891D25EA1B7CC82F499EF1EB779D62DD7DAFE6FF60B1D3BD6F94F0A9B17F,sources/broad_screen/batch_016_corrections_v1/RG38876E4B004BBD24.pdf,DA3CB3F840750AA845BFCDFB19AE262E052FD977BC2C1A48BCFCCD1E1EEFD9DB,754481,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0422,RGA2645A37BA2ADFA3,CW4393E96BD48909A90BAF,RQ7,RQ2;RQ3;RQ4,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,MANDATORY_ANCHOR,D17B03C14F4A31A43870B2FA28C7226951D5AFB265C40FEEBC7D2C64150A2781,sources/broad_screen_primary/batch_023/RGA2645A37BA2ADFA3.html,70EA246B8019184D20489CA6CCCD833E446B8835C6C77DC28ED439F13EFACF3F,14532,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0423,RG2F18BB86AC7F439F,CW03E588D80D9773279952,RQ4,RQ1,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,D1B03B0A427468ED1CBE98B11CE0984B675D8A9A018DA5B2567460059ED3DAD5,sources/broad_screen/batch_008/RG2F18BB86AC7F439F.html,C40DBDD3A2A33684E35D555DB2C47A889A79029A322BDD2AB490F46C9CAECC7F,15321,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0424,RGF0328A138F658CBD,CWA544A809083906B6AD96,RQ5,RQ1;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,D21D2D18B0366DE24B9E119829751596D0B230BE8B8524BFC997758DDF6DF648,sources/broad_screen_primary/batch_022/RGF0328A138F658CBD.pdf,0249F8313EF87A7C95F011F620433C5F78C29F763DF6408C133E172CF9603328,6429082,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0425,RG293C4DF454288D8C,CW2082C30BB3BA3B630709,RQ5,RQ6;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,D29667F4B8DCEA37DA67C24E372B65DA70BE99BDA08DE43D6090D8894DC47969,sources/broad_screen/batch_007/RG293C4DF454288D8C.pdf,AFDAA6A9A9FB1D4FB26B90FD396B7F80F953AB78EC36277F208F335447B10280,2066814,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0426,RG865F1D8B112FC452,CW3D19FF5F2C1B0A35FC5F,RQ5,RQ3;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,D2C3B6B8A27EC62ADAD4874D6D967726A35758461329A723F647BCF7AF031CDA,sources/broad_screen_primary/batch_022/RG865F1D8B112FC452.html,E9C4B9A53846201CB7F5307EE40280F6A9BC4CBE2A2E02CB118514AA5E3E710F,28125,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0427,RGCA1B371CC48A525A,CWD5700CF3187515FA48DC,RQ5,RQ6;RQ7,D1_DIRECT_UTILITY,STRICT_CONTROL_NEGATIVE,REFUTED,RQ_MINIMUM,D3775822ADC767410BA9A46E35D58D920A2E20CF319007E134AB78D6AF1C2473,sources/broad_screen/batch_010/RGCA1B371CC48A525A.html,B3F6E937B57DF3CDEF27ED98CF520FE6545B2D6E2376EF47A051C8B774C4D5BD,45571,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0428,RG6015B6F785C98A08,CWFD8A454BA7E6C880183A,RQ4,RQ1;RQ3;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,D38A1C41B20B5D68EEE3029332A2474DFC291277E7ED759FC4413168DBDF132F,sources/broad_screen/batch_009/RG6015B6F785C98A08.pdf,1D73E4754AA1365A1A1BD327E5A77A746DF39C2F624846F28FDA416375484FA8,390683,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0429,RG7F3F7EB83A85BA9C,CW80560508AC6299022C3B,RQ5,RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,D3D583900594DC87074AEB450F502772EEB4850811EC00709D5CC7A4C50E2BC8,sources/broad_screen/batch_008/RG7F3F7EB83A85BA9C.pdf,ADBAA1A65921864024234B26F17BE09B6159EBC2F4B3415583F77737173C713E,513141,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0430,RG73E7B805F9AD76C7,CWA30DF06C8D4A2F1ECC29,RQ8,RQ3,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,MANDATORY_ANCHOR,D47807EB7C214F29784760C0534A0210B3CE7005413358EFAAB510C8E664F15D,sources/anchor_supplement_v2/RG73E7B805F9AD76C7.pdf,B31C94316EF78E2E5F28553FE7F54098E2AAFB431405471D5624D073465D09C9,5307415,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0431,RGFD39318508B5326A,CWECA525EC68D904FEBAC4,RQ1,RQ2;RQ6;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,D658E8A5FA6D2151200D3301594190996B2C86CC6B17FE88D7A79BB0E0CFA98D,sources/broad_screen/batch_013_corrections_v1/RGFD39318508B5326A.pdf,B5E21EFBDEEC987A2EC304943F6753221AC5828275E648561CE6EB58C22EEF44,2253248,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
P0432,RG9EAD59A39BFB6ED2,CW625C779704791F9DCCA5,RQ1,RQ4,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,D70D403E956D7544F2C09CA57A164D88EDAF72ED8F874DA30466F8F6EFBC996E,sources/broad_screen/batch_008/RG9EAD59A39BFB6ED2.html,A2A5A3C0D62A95A23B4DDE2272E1385BA98EF5160A1B6A2791F8EDC3CEB3F508,42606,NOT_APPLICABLE_WITH_REASON:no merged queue aliases
